frame,face_id,person_label,emotion,score,caption
15,3,pessoa3,Raiva,66.28174591064453,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
16,1,pessoa1,Neutro,74.10324096679688,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
16,3,pessoa3,Raiva,49.108516693115234,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
16,2,pessoa2,Neutro,88.80014038085938,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
16,4,pessoa4,Triste,71.3246841430664,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
17,1,pessoa1,Triste,51.46482467651367,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
17,3,pessoa3,Raiva,83.95890808105469,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
17,2,pessoa2,Triste,57.51361846923828,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
17,4,pessoa4,Triste,64.18328857421875,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
18,1,pessoa1,Neutro,41.86545181274414,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
18,2,pessoa2,Medo,60.831993103027344,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
18,3,pessoa3,Neutro,55.58236312866211,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
18,4,pessoa4,Triste,67.48088836669922,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
19,1,pessoa1,Triste,64.77552032470703,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
19,2,pessoa2,Triste,73.14568328857422,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
19,3,pessoa3,Neutro,66.89912414550781,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
19,4,pessoa4,Medo,53.680484771728516,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
20,1,pessoa1,Neutro,60.27512741088867,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
20,2,pessoa2,Neutro,93.92692565917969,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
20,4,pessoa4,Triste,60.8878288269043,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
20,3,pessoa3,Triste,89.6219482421875,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
21,1,pessoa1,Neutro,97.29981231689453,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
21,2,pessoa2,Neutro,78.39988708496094,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
21,3,pessoa3,Triste,70.42588806152344,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
21,4,pessoa4,Triste,65.98997497558594,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
22,1,pessoa1,Neutro,88.38483428955078,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
22,2,pessoa2,Neutro,68.98619842529297,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
22,3,pessoa3,Neutro,74.88428497314453,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
22,4,pessoa4,Triste,87.20437622070312,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
23,1,pessoa1,Neutro,95.0166244506836,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
23,2,pessoa2,Medo,88.48362731933594,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
23,3,pessoa3,Medo,79.6291275024414,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
24,1,pessoa1,Neutro,88.41661834716797,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
24,2,pessoa2,Neutro,68.70935821533203,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
24,3,pessoa3,Medo,90.99186706542969,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
25,1,pessoa1,Neutro,89.37622833251953,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
25,2,pessoa2,Neutro,67.88601684570312,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
25,3,pessoa3,Medo,90.99544525146484,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
26,1,pessoa1,Neutro,99.31716918945312,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
26,2,pessoa2,Neutro,96.32975769042969,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
26,3,pessoa3,Raiva,60.61005401611328,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
27,1,pessoa1,Neutro,98.73664093017578,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
27,2,pessoa2,Neutro,52.29585647583008,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
27,3,pessoa3,Raiva,84.14957427978516,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
28,1,pessoa1,Neutro,87.61123657226562,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
28,2,pessoa2,Triste,79.71696472167969,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
28,3,pessoa3,Raiva,57.56334686279297,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
29,1,pessoa1,Triste,54.271148681640625,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
29,2,pessoa2,Neutro,75.97450256347656,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
29,3,pessoa3,Raiva,99.18350982666016,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
30,1,pessoa1,Neutro,90.74146270751953,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
30,2,pessoa2,Neutro,79.56988525390625,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
30,3,pessoa3,Raiva,99.6480712890625,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
30,4,pessoa4,Medo,73.11931610107422,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
31,1,pessoa1,Neutro,91.134033203125,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
31,2,pessoa2,Neutro,62.13349151611328,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
31,3,pessoa3,Raiva,99.62347412109375,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
31,4,pessoa4,Medo,78.09944152832031,"Um grupo de pessoas em pé em uma linha de conversação, em uma fila de espera, colocam-se em uma fila de pessoas em pé."
32,1,pessoa1,Neutro,82.95921325683594,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
32,2,pessoa2,Neutro,95.89302062988281,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
32,3,pessoa3,Raiva,98.9115219116211,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
32,4,pessoa4,Triste,96.00518798828125,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
33,1,pessoa1,Neutro,70.17957305908203,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
33,2,pessoa2,Neutro,96.80850219726562,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
33,3,pessoa3,Raiva,86.62236785888672,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
33,4,pessoa4,Triste,99.13307189941406,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
34,1,pessoa1,Neutro,80.45552062988281,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
34,2,pessoa2,Triste,67.57148742675781,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
34,4,pessoa4,Triste,94.97286224365234,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
34,3,pessoa3,Raiva,59.66604995727539,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
35,1,pessoa1,Neutro,87.53569793701172,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
35,2,pessoa2,Medo,62.533443450927734,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
35,3,pessoa3,Raiva,77.52396392822266,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
35,4,pessoa4,Triste,51.470542907714844,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
36,1,pessoa1,Neutro,86.72688293457031,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
36,2,pessoa2,Medo,90.00808715820312,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
36,4,pessoa4,Triste,57.27583694458008,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
36,3,pessoa3,Raiva,95.81244659423828,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
37,1,pessoa1,Neutro,84.71234130859375,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
37,2,pessoa2,Neutro,53.12669372558594,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
37,4,pessoa4,Triste,77.62195587158203,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
37,3,pessoa3,Raiva,95.79496765136719,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
38,1,pessoa1,Neutro,85.88351440429688,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
38,2,pessoa2,Neutro,89.14496612548828,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
38,3,pessoa3,Surpreso,96.02800750732422,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
38,4,pessoa4,Triste,94.07923889160156,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
39,1,pessoa1,Neutro,72.34188079833984,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
39,2,pessoa2,Neutro,93.65322875976562,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
39,4,pessoa4,Triste,85.4749526977539,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
39,3,pessoa3,Raiva,99.97965240478516,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
40,1,pessoa1,Neutro,91.63461303710938,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
40,2,pessoa2,Triste,59.3365592956543,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
40,4,pessoa4,Triste,55.55506896972656,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
40,3,pessoa3,Raiva,99.99838256835938,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
41,1,pessoa1,Triste,44.47602844238281,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
41,2,pessoa2,Neutro,65.14193725585938,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
41,3,pessoa3,Raiva,99.97711944580078,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
41,4,pessoa4,Triste,97.72402954101562,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
42,1,pessoa1,Neutro,90.12322998046875,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
42,2,pessoa2,Triste,98.4289321899414,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
42,3,pessoa3,Raiva,99.98798370361328,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
43,1,pessoa1,Neutro,90.30934143066406,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
43,2,pessoa2,Triste,99.62870025634766,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
43,3,pessoa3,Raiva,99.98777770996094,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
44,1,pessoa1,Neutro,94.5523452758789,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
44,2,pessoa2,Triste,98.28343200683594,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
44,3,pessoa3,Raiva,99.9955825805664,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
44,4,pessoa4,Triste,98.08077239990234,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
45,1,pessoa1,Neutro,66.29485321044922,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
45,2,pessoa2,Triste,96.65176391601562,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
45,3,pessoa3,Raiva,99.92332458496094,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
46,1,pessoa1,Triste,40.10803985595703,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
46,2,pessoa2,Triste,98.86144256591797,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
46,3,pessoa3,Raiva,99.989013671875,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
47,1,pessoa1,Triste,66.82811737060547,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
47,2,pessoa2,Triste,73.84380340576172,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
47,3,pessoa3,Surpreso,98.09661865234375,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
48,1,pessoa1,Triste,56.450862884521484,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
48,2,pessoa2,Neutro,78.4792709350586,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
49,1,pessoa1,Triste,63.18442153930664,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
49,2,pessoa2,Neutro,68.45574188232422,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
50,1,pessoa1,Neutro,85.2496337890625,Um grupo de pessoas em pé em uma linha com um laptop está em pé.
50,2,pessoa2,Triste,94.80501556396484,Um grupo de pessoas em pé em uma linha com um laptop está em pé.
50,3,pessoa3,Surpreso,97.9586410522461,Um grupo de pessoas em pé em uma linha com um laptop está em pé.
51,1,pessoa1,Neutro,72.2783432006836,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
51,2,pessoa2,Triste,56.881778717041016,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
51,3,pessoa3,Surpreso,97.60552978515625,Um grupo de pessoas em pé em uma linha com seus telefones celulares está em pé.
52,1,pessoa1,Neutro,71.10099029541016,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
52,2,pessoa2,Triste,85.14373779296875,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
52,3,pessoa3,Raiva,97.19271087646484,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
53,1,pessoa1,Neutro,75.9018783569336,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
53,2,pessoa2,Triste,67.44966125488281,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
53,3,pessoa3,Raiva,99.7416000366211,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
54,1,pessoa1,Triste,53.332584381103516,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
54,2,pessoa2,Neutro,59.364540100097656,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
54,3,pessoa3,Raiva,72.67286682128906,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
55,1,pessoa1,Triste,64.07648468017578,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
55,2,pessoa2,Neutro,56.313472747802734,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
55,3,pessoa3,Raiva,89.84703063964844,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
56,1,pessoa1,Neutro,71.26787567138672,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
56,2,pessoa2,Neutro,62.804500579833984,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
56,3,pessoa3,Raiva,99.32242584228516,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
57,1,pessoa1,Triste,67.66148376464844,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
57,2,pessoa2,Medo,81.24984741210938,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
57,3,pessoa3,Raiva,97.51345825195312,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
58,1,pessoa1,Neutro,69.4168472290039,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
58,2,pessoa2,Triste,57.5875244140625,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
58,3,pessoa3,Raiva,72.83203125,"Um grupo de pessoas em pé em uma linha com uma célula, em pé, tem uma linha de pessoas em pé com uma célula."
59,1,pessoa1,Triste,50.022666931152344,Um grupo de pessoas em pé em uma linha com papéis.
59,2,pessoa2,Neutro,89.38182067871094,Um grupo de pessoas em pé em uma linha com papéis.
